created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Oct 21 23:59:59 +0000 2023;1715880641554952457;"Harus kita akui bersama, keberadaan Papua Youth Creative Hub sangat mrmbantu anak Muda Papua. PYCH menjadi pusat pengembangan talent, abakat maupun kreatifitas anak muda di  Papua  #KSTP_KejamTakBeradab  RIP Legend Sarwendah Ruben Jokowi Gibran https://t.co/cS9DSenPBT";1;4;9;11;in;1322908062059962369;1715880641554952457;coema_coemi;https://twitter.com/coema_coemi/status/1715880641554952457
Sat Oct 21 23:59:58 +0000 2023;1715880638644175249;"Demokrat Tepis Kabar Gibran Akan ke Cikeas: Pak SBY di Luar Kota.  "Pak SBY sedang di luar kota. Sudah 3 hari. Saya sendiri kebetulan sedang dampingi beliau" https://t.co/fRUxKNyMNe. @Yurissa_Samosir @Mdy_Asmara1701 @RikeSants @sudirmansaid @jansen_jsp @akang_hero @BennyHarmanID";0;0;0;0;in;1460142601449840652;1715880638644175249;Simanjunta9Nico;https://twitter.com/Simanjunta9Nico/status/1715880638644175249
Sat Oct 21 23:59:51 +0000 2023;1715880611620237584;"Penilaianku mas Gibran itu kalo selama di Banteng cuma akan dijadikan alat mendongkrak suara saja.";0;0;0;0;in;1543589921222324224;1715880611620237584;hadiansyah_han2;https://twitter.com/hadiansyah_han2/status/1715880611620237584
Sat Oct 21 23:59:47 +0000 2023;1715880594092228742;"Logis dan jepas jika @gibran_tweet ingin jadi presiden mengingat usia dan kesehatan pak @prabowo sudah lemah.  Jika menang,  paling bebrpa bulab saja,  lalu sakit,  amit amit mati,  tapi logikanya betul.  72 tahun bung,  usia menjelang geoar almarhum";0;0;0;0;in;1684889158169554944;1715880594092228742;doneidon71;https://twitter.com/doneidon71/status/1715880594092228742
Sat Oct 21 23:59:47 +0000 2023;1715880593312170233;"🌸  [LOGU] Toy Storage Box, Tabung penyimpan mainan anak,  ✨ https://t.co/3DmgRH4URQ  sarwendah Ruben Malming tidur FajRi Gibran MINWON JAYA JAYA JAYA We Love You Sohee Donna Suzy  wasit salak  #AMINkanIndonesia ShopeeID  🔗 https://t.co/3DmgRH4URQ https://t.co/hBLKNtHYsU";0;0;0;0;in;1661276654919106561;1715880593312170233;TaRos937;https://twitter.com/TaRos937/status/1715880593312170233
Sat Oct 21 23:59:45 +0000 2023;1715880585800151257;"@genx36545403 @jokowi @gibran_tweet @kaesangp Itu dulu Bu Mega,..... Sekarang lain Bu,...... Apa Ibu tdk kenal beliau....?";0;0;0;0;in;1559761689377394688;1715668498939367790;BaskaraTimoer;https://twitter.com/BaskaraTimoer/status/1715880585800151257
Sat Oct 21 23:59:39 +0000 2023;1715880561225748518;"@Ari3Pras Hidup Gibran 🤣";0;0;0;0;in;1603638703284371456;1715647671489441945;SilverQhueeen;https://twitter.com/SilverQhueeen/status/1715880561225748518
Sat Oct 21 23:59:37 +0000 2023;1715880551507472662;"@Fahrihamzah @gibran_tweet El e deeh, gini amat si pakri😀😀😀";0;0;0;0;in;1096333577640239105;1715741272831676699;DemoKreasi889;https://twitter.com/DemoKreasi889/status/1715880551507472662
Sat Oct 21 23:59:35 +0000 2023;1715880542326210654;"@gibran_tweet Kok rak ditawani markobar ya wkwk";0;0;0;0;in;624650341;1715757265888960853;yuuuuupiiiiiiii;https://twitter.com/yuuuuupiiiiiiii/status/1715880542326210654
Sat Oct 21 23:59:31 +0000 2023;1715880524861055080;"@KakekHalal Kenapa bgitu takut Prabowo berpasangan dg Gibran? Bukannya Ganjar jawara survey terus. Apa kurang pede dg gagasan dan rekam jejak Ganjar dan Mahfud, yg keduanya jelas2 minim prestasi?";0;0;0;1;in;1325585170146062336;1715602397970796949;SaifuddinSay;https://twitter.com/SaifuddinSay/status/1715880524861055080
Sat Oct 21 23:59:30 +0000 2023;1715880522839404940;"@narkosun Mungkin maksudnya GIBRAN itu jd cawapres ganjar aja,,,biar semua mulut pd mingkem 🤣🤣🤣🤣🤣";0;0;0;0;in;1454956290191421442;1715378464977801408;CucuSumarta;https://twitter.com/CucuSumarta/status/1715880522839404940
Sat Oct 21 23:59:21 +0000 2023;1715880482184089795;"@Gus_Raharjo Bersatunya prabowo, gibran, jokowi jadi lawan berat bagi capres lain. Mereka sangat ketakutan akan kekalahan. Inilah faktanya LOL..";0;0;0;0;in;1641389624210911232;1715622331073405370;GuzzSamsudin;https://twitter.com/GuzzSamsudin/status/1715880482184089795
Sat Oct 21 23:59:19 +0000 2023;1715880473422143787;"@ShamsiAli2 tp ini musti diawasi, pak.  gibran maju, pilpres udh kelar.      tinggal atur angka, ketok tengah malem.";0;0;0;1;in;1210505846553079808;1715721989728452947;djoniecash2;https://twitter.com/djoniecash2/status/1715880473422143787
Sat Oct 21 23:59:11 +0000 2023;1715880440362639839;"@Hope32362827 @genx36545403 @jokowi @gibran_tweet @kaesangp Kalu saya lihat sih ibu Mega lagi becanda, B aja menurut saya. Malah kelihatan Beliau lebih Natural, apa adanya, seperti seorang ibu pada anak2 nya. Kadang becanda, kadang keras, tapi penuh kehangatan.  Gak kelihatan sombong tuh";0;0;0;0;in;3045166699;1715668498939367790;RubyDjasa;https://twitter.com/RubyDjasa/status/1715880440362639839
Sat Oct 21 23:58:56 +0000 2023;1715880378349871402;"@tvOneNews Kasian amat pdip, tanda2 kekalahan, go Prabowo-Gibran, you guys are the next Indonesian leader!";0;0;0;0;in;1448720460;1715586006995570701;ndjunx1;https://twitter.com/ndjunx1/status/1715880378349871402
Sat Oct 21 23:58:50 +0000 2023;1715880354698121236;"@rachlannashidik Lalu AHY dan tokoh politik senior di Demokrat mengkampanyekan Gibran si bocah karbitan? Pikirkan jg harga diri AHY. Benar2 ga dianggap ya. Gibran yg datang belakangan, pengalaman politik 0%, meminggirkan AHY yg lbh matang dan kompeten.";0;0;0;0;in;1192427580017627136;1715523987479150892;MarcelSabini7;https://twitter.com/MarcelSabini7/status/1715880354698121236
Sat Oct 21 23:58:47 +0000 2023;1715880341641310257;"@RaniKancana Siap ibu... kekecewaan dan sedih, merasa dihianati kini sudah terlewati... selamat tinggal pak @jokowi ,selamat datang pak @ganjarpranowo , mati aja loe bocah kampung muke licik @gibran_tweet hahahah";0;1;0;0;in;1652284599446433793;1715879082079162850;gogo74070675957;https://twitter.com/gogo74070675957/status/1715880341641310257
Sat Oct 21 23:58:43 +0000 2023;1715880323639111855;"@msaid_didu @SBYudhoyono Bener2 ngga kebayang, Jendral SBY -dimasa tuanya- TURUN GUNUNG hanya utk mengkampanyekan Gibran (Cawapres jalur Dinasti)?????";0;0;0;8;in;1089905103971147776;1715848660964323790;SungkarZeid;https://twitter.com/SungkarZeid/status/1715880323639111855
Sat Oct 21 23:58:41 +0000 2023;1715880313908551990;"@genx36545403 @jokowi @gibran_tweet @kaesangp enak toh di balik saiki, ta hianati";0;0;0;0;in;836385482883780608;1715668498939367790;indra_kehidupan;https://twitter.com/indra_kehidupan/status/1715880313908551990
Sat Oct 21 23:58:33 +0000 2023;1715880282396692724;"@b4yuw Ya sebaiknya @gibran_tweet  mundur kalau memang mau ikut Pilpres. Jangan jadi PENGECUT.";0;0;0;0;in;565020080;1715748585399357492;obedNababaN;https://twitter.com/obedNababaN/status/1715880282396692724
Sat Oct 21 23:58:27 +0000 2023;1715880257310572977;"@cakimiNOW Selamat cak imin peluang anda akan terbuka lebar semoga gibran jadi wapresnya prabowo";0;0;0;1;in;1699679714456350720;1715700833105612823;AlvinUmar259636;https://twitter.com/AlvinUmar259636/status/1715880257310572977
Sat Oct 21 23:58:25 +0000 2023;1715880248573886695;"@Miduk17 Kenapa sih kamu itu teriak teriak belum tentu mas gibran menerima jadi wakil presiden be smart lah";0;0;0;0;in;1413092658067636234;1715632174408634491;AnySragen;https://twitter.com/AnySragen/status/1715880248573886695
Sat Oct 21 23:58:11 +0000 2023;1715880189375451294;"@Resty_J_Cayah Sangat disadari bhw si ayah menjabat presiden tdk smp tuntas krn faktor X kesehatan krn itu gibran sbg kelanjutan jkwi disiapkan olh pion" OLIGARKI bintang" jompo yg skrg semua ngumpul kompak di KIM.";0;0;0;3;in;707438762;1715785416409026577;dalgonyes;https://twitter.com/dalgonyes/status/1715880189375451294
Sat Oct 21 23:58:06 +0000 2023;1715880171159654863;"Woiiiii Keluaaaaaaaar @gibran_tweet 😂😂😂";0;0;0;0;in;2889341701;1715880171159654863;Jelata_RI;https://twitter.com/Jelata_RI/status/1715880171159654863
Sat Oct 21 23:58:01 +0000 2023;1715880149823246367;"@kumparan @fazamutaqi0210 Bagi sekumpulan orang2 yg duduk disekitar Gibran, sadar atau tanpa sadar mereka telah mendowngrade diri mereka sendiri. Ternyata mereka bukan siapa2,  mengakunya elite tapi perilaku nya tak obahnya pemburu rente melalui kekuasaan dgn memanfaatkan apa saja yg menguntungkan mereka.";0;0;0;0;in;911882593477419009;1715646117952770292;SKakilima;https://twitter.com/SKakilima/status/1715880149823246367
Sat Oct 21 23:58:01 +0000 2023;1715880146773979195;"@armangn8 @golkar_id @airlangga_hrt @gibran_tweet Yah aneh aja knp pili anak muda krn anak lurah?kader2 @PartaiGolkar banyak yg pintar2 dan gudangnya org terbaik di parlemen knp mili anak baru gede krn anak lurah.hrsnya airlangga aja atau ridwan kamil eh ini org yg krn anak lurah";0;0;0;0;in;1603512211346845698;1715675319318069295;ivan999vcd_ivan;https://twitter.com/ivan999vcd_ivan/status/1715880146773979195
Sat Oct 21 23:57:55 +0000 2023;1715880123306815525;"@kikysaputrii Yang bicara begitu kan megawati, dan hrs diingat megawati itu jg mantan presiden. Beliau senior pk jokowi, jd senior junior masih wajar. Jokowi merasa terzolimi jd lucu aja. Sebenarnya yg paling tersakiti itu mnrt sy ya Ganjar pranowo akibat ambisi nafsu tahta gibran.";0;2;0;0;in;1564281823563169793;1715730404119052404;CDoreri;https://twitter.com/CDoreri/status/1715880123306815525
Sat Oct 21 23:57:54 +0000 2023;1715880120354054186;"@geloraco Mestinya segera ada keputusan pecat kpd Gibran dan Petugas partai itu. Seperti kpd Budiman S. dan kader2 lain.";0;0;0;0;in;66853414;1715648333065469993;Susiloh;https://twitter.com/Susiloh/status/1715880120354054186
Sat Oct 21 23:57:50 +0000 2023;1715880103228649721;"kata gibran nanti akan ada kejutan, feeling gw kok bapak ini ya yang jadi cawapres prabowo. 🤔🤔";0;0;0;0;in;1594274770568482816;1715880103228649721;rakyatbiasa33;https://twitter.com/rakyatbiasa33/status/1715880103228649721
Sat Oct 21 23:57:47 +0000 2023;1715880089681084606;"Sutan Sjahrir kok disamain sama gibran. Gini amat nih akun semenjak jadi buzzer";0;0;0;0;in;1627869973157928960;1715880089681084606;sannajeon999;https://twitter.com/sannajeon999/status/1715880089681084606
Sat Oct 21 23:57:40 +0000 2023;1715880060966858812;"@NOTASLIMBOY Bersatunya prabowo, gibran, jokowi jadi lawan berat bagi capres lain. Mereka sangat ketakutan akan kekalahan. Termasuk si @NOTASLIMBOY timses anies jg takut. Catat itu LOL..";0;0;0;0;in;1641389624210911232;1715603417668911205;GuzzSamsudin;https://twitter.com/GuzzSamsudin/status/1715880060966858812
Sat Oct 21 23:57:39 +0000 2023;1715880057586254228;""Mendukung dan mengawal #PrabowoSubianto dalam pemilihan presiden 2024," kata Koordinator Nasional ALIMM Fikri Yasin yang juga menjabat Wasekjen PAN, dalam keterangan resminya, Sabtu (21/10).  "Mengusulkan Erick Tohir, Gibran Rakabuming Raka, atau Hajrianto Y. Thohari sebagai… https://t.co/pA8tlKhVjs";1;12;9;36;in;1121831857098641408;1715880057586254228;Alie_Fahnoor;https://twitter.com/Alie_Fahnoor/status/1715880057586254228
Sat Oct 21 23:57:37 +0000 2023;1715880046349742445;"Diusung Golkar Jadi Cawapres Prabowo, Gibran Siap dapat Sanksi Tegas dari PDI-P https://t.co/IGbqMTzDXj";9;87;17;76;in;71436318;1715880046349742445;KompasTV;https://twitter.com/KompasTV/status/1715880046349742445
Sat Oct 21 23:57:35 +0000 2023;1715880040918143218;"@kaprikurt @genx36545403 @jokowi @gibran_tweet @kaesangp Coba dirunut molai awal beritanya";0;0;0;0;in;1698604385595789312;1715668498939367790;KhotijahK50676;https://twitter.com/KhotijahK50676/status/1715880040918143218
Sat Oct 21 23:57:33 +0000 2023;1715880030251929611;"@gibran_tweet Maju Truuussssss....Gaaaasss...Persyetan Dengan Omongannya Orang2.";0;0;0;0;in;1630890442777841666;1715757265888960853;Irwansy96179363;https://twitter.com/Irwansy96179363/status/1715880030251929611
Sat Oct 21 23:57:33 +0000 2023;1715880029375406116;"@ch_chotimah2 @Fahrihamzah Halah.. ribut ribut ini cuma karna gibran ke prabowo coba kalo gibran yg jadi cawapres ganjar... pasti di aminkan 🤣";0;0;0;0;in;1261956160430596096;1715553799224557989;renysantika1;https://twitter.com/renysantika1/status/1715880029375406116
Sat Oct 21 23:57:33 +0000 2023;1715880029056614633;"@BapakFadilLagi @700juta @gibran_tweet Bisa juga sih";0;0;0;1;in;1603573356330196993;1715757265888960853;himawan4578;https://twitter.com/himawan4578/status/1715880029056614633
Sat Oct 21 23:57:32 +0000 2023;1715880026711990542;"@Naz_lira @gibran_tweet Setuju. Yah para anjing skrg puter haluan jilat bos baru. Bos lama nya udah habis skrg malah ngegigit.";0;0;0;1;in;137185295;1715667207508865030;papa_nakaal;https://twitter.com/papa_nakaal/status/1715880026711990542
Sat Oct 21 23:57:31 +0000 2023;1715880020487573765;"@_myNda_ Dianggap penghianat, tp sebenernya pada sadar gak si??? Gimanapun mas gibran tetep petugas partai.  Bisa jadi pisau bermata 2 loh buat pak prabowo.  Uniknya lagi, dg dipilihnya mas gibran kan bikin kapabilitas pak Mahfud jauh diatas angin. Kudune malah podo seneng fans banteng 😐";0;0;0;0;in;1603777884782727169;1715763104620171687;dulubgtitumah;https://twitter.com/dulubgtitumah/status/1715880020487573765
Sat Oct 21 23:57:25 +0000 2023;1715879995346964821;"@hi_ikan_peda @blontankpoer Kemaren lo dukung gibran jadi walkot";0;0;0;0;in;1338483168970592256;1715708324833116381;Romadhon_W_D;https://twitter.com/Romadhon_W_D/status/1715879995346964821
Sat Oct 21 23:57:23 +0000 2023;1715879987239424196;"@Bunga_JyKesuma @habibentu @bobby_risakotta Ya udah di lanjut cakar2rannya 🤣 hidup gibran 🤪";0;0;0;1;in;1603638703284371456;1715668301563785465;SilverQhueeen;https://twitter.com/SilverQhueeen/status/1715879987239424196
Sat Oct 21 23:57:22 +0000 2023;1715879985649688959;"@gibran_tweet Gibran dan Prabowo.....Halooo Korban penculikan dan Pejuang reformasi.... boleh ya, lupakan sejarah... kita bangun dinasti Baru....🤣😅";0;0;0;1;in;1572936526757265414;1715757265888960853;SooJun97650962;https://twitter.com/SooJun97650962/status/1715879985649688959
Sat Oct 21 23:57:09 +0000 2023;1715879928733065672;"Mas @gibran_tweet. Maksudnya setia pada @PDI_Perjuangan apa ya? https://t.co/m0avd7GPgq";0;0;0;0;in;1372885749696098304;1715879928733065672;NoveliaAngeline;https://twitter.com/NoveliaAngeline/status/1715879928733065672
Sat Oct 21 23:57:04 +0000 2023;1715879908709454006;"@Paramitha234 @PDI_Perjuangan @gibran_tweet @ganjarpranowo Kata siapa jatim milik PDIP ? w besar dijatim gk merasa PDIP pwnguasa tuh";0;4;0;4;in;1685943359377154048;1715775828930544107;mahrezakumbara;https://twitter.com/mahrezakumbara/status/1715879908709454006
Sat Oct 21 23:57:04 +0000 2023;1715879908696899819;"@anismatta @gibran_tweet Luar biasa mantan2  PKS, orang2 militan berakal sehat... tapi itu dulu";0;0;0;0;in;4494918445;1715742425761865756;RajaMandiri70;https://twitter.com/RajaMandiri70/status/1715879908696899819
Sat Oct 21 23:57:00 +0000 2023;1715879893572129226;"𝗗𝗼𝘄𝗻𝗹𝗼𝗮𝗱 𝗩𝗶𝘀𝗶 𝗠𝗶𝘀𝗶 𝗔𝗠𝗜𝗡 @aniesbaswedan @cakimiNOW   Link ‼️ https://t.co/Jianet5FKe  #Share #Sebarkan  PDI-P Prabowo-Gibran Golkar Sarwendah #PersibDay Geli Mo Salah Peto Malming Di rumah RIP Legend #AMINkanIndonesia  Ruben Pak SBY kebangun Salak";0;0;0;0;in;54549619;1715879893572129226;Reivolusi;https://twitter.com/Reivolusi/status/1715879893572129226
Sat Oct 21 23:56:55 +0000 2023;1715879869656260700;"@triwul82 @jokowi @gibran_tweet Bodokkkk";0;0;0;0;in;1396763307458011138;1715748951318798827;ACblackflag8;https://twitter.com/ACblackflag8/status/1715879869656260700
Sat Oct 21 23:56:51 +0000 2023;1715879854443479382;"@Fahrihamzah @gibran_tweet Dukung Gibran maju, biar AMIN lebih mudah menangnya. Insya Allah.";0;0;0;0;in;1693110498269794304;1715741272831676699;s36325196;https://twitter.com/s36325196/status/1715879854443479382
Sat Oct 21 23:56:50 +0000 2023;1715879849989132765;"@TeddGus @prabowo @ganjarpranowo @gibran_tweet @jokowi @PDI_Perjuangan @Gerindra Kalau Gibran Cawapres Ganjar maka akan dijamak2kan dengan alasan Satu Partai...sama dgn SBY suruh anak jadi ketua semua bilang Politik Dinasti sekalinya partai Kebo yg lakukan gak ada yg bunyi padahal sebenarnya perlakuannya sama yaitu ascribed status";0;0;0;0;in;1642028091886424064;1715740966379000310;priatamvan88;https://twitter.com/priatamvan88/status/1715879849989132765
Sat Oct 21 23:56:48 +0000 2023;1715879840929415183;"Nggak usah dipecat....kesannya emosional.....biarkan mundur sendiri klu jentel....biarkan rakyat yg menilai kata gibran...";0;0;0;0;in;3456838045;1715879840929415183;JMintarto;https://twitter.com/JMintarto/status/1715879840929415183
Sat Oct 21 23:56:47 +0000 2023;1715879839255982111;"@HensuAja @jokowi @gibran_tweet mohon disimak. Kyke ngrasani sampyn";0;0;0;0;in;3189620827;1715631857344434387;Afnanimax;https://twitter.com/Afnanimax/status/1715879839255982111
Sat Oct 21 23:56:41 +0000 2023;1715879811548410169;"@syahirularif Anggap saja tgl 25 Gibran resmi jd Cawapres Prabowo, maka cap sbg orang mencla mencle itu akan sllu melekat, tmsk kpd Jokowi.   Akan bnyk catatan muncul yg menampilkan Kebijakan2 Jokowi yg meleset dr janji2nya dulu, apa bedanya dgn yg sdh hoby mencla mencle lainnya ya?";0;1;0;1;in;310796543;1715858509835960699;sastro_pecel;https://twitter.com/sastro_pecel/status/1715879811548410169
Sat Oct 21 23:56:34 +0000 2023;1715879783870173295;"Partai Golkar menjadi partai Koalisi Indonesia Maju pertama yang resmi mengusung Gibran untuk menjadi cawapres Prabowo. Beragam reaksi pun muncul. https://t.co/WwPvkT5bDy";1;7;3;7;in;23343960;1715879783870173295;kompascom;https://twitter.com/kompascom/status/1715879783870173295
Sat Oct 21 23:56:28 +0000 2023;1715879756179349922;"@KataNadiaaa Mau apa nih sebenernya mas gibran https://t.co/1Ha5WBjCWh #GibranMenclaMencle";0;0;0;0;in;1451891830581125124;1715628294069244231;ZZyandaru;https://twitter.com/ZZyandaru/status/1715879756179349922
Sat Oct 21 23:56:19 +0000 2023;1715879721081467066;"@ZUL_Hasan @gibran_tweet Pak @ZUL_Hasan , kenapa bapak seperti tdk punya idealisme ? Dulu saya pengagum dan pemilih PAN, sepertinya sekarang tidak lagi. Dan tampaknya banyak yg seperti saya. Mhn maaf.";0;0;0;0;in;909431942357016576;1715580339392020513;Ghofir486;https://twitter.com/Ghofir486/status/1715879721081467066
Sat Oct 21 23:56:19 +0000 2023;1715879720959824331;"@KompasTV @gibran_tweet Rakyat yang Cerdas dan punya Akhlak dari 10 tahun yang lalu tidak memilih Bapaknya, Sekarang ndilalah koq ya anaknya.   INGAT, JABATAN BUKAN WARISAN!   YUK, CERDAS MEMILIH.";0;0;0;0;in;3112052178;1715627353337106729;dedeesetya;https://twitter.com/dedeesetya/status/1715879720959824331
Sat Oct 21 23:56:11 +0000 2023;1715879686960730437;"@Fahrihamzah @gibran_tweet Bisa bisanya hehehe";0;0;0;0;in;1576467442280280064;1715741272831676699;pewestyle;https://twitter.com/pewestyle/status/1715879686960730437
Sat Oct 21 23:56:07 +0000 2023;1715879671634739300;"@Aryprasetyo85 @wil_ws_ @gibran_tweet @007koteka @03__nakula @aan_muba @AntoniusCDN @FirzaHusainID @GunRomli @Miduk17 @NgkongRoses @DS_yantie Lek jadi cawapres pak Prabowo...berarti mencla mencle ya.....  ra cocok dadi pemimpin masa depan. Cukup walikota Solo. Pisan wae.";0;0;0;0;in;793319687505358848;1715653924898877721;niosoehok;https://twitter.com/niosoehok/status/1715879671634739300
Sat Oct 21 23:56:06 +0000 2023;1715879663942455688;"Ga ada yg "melarang" gibran/anak muda lainnya maju nyapres Yg dilawan adalah "CARA" mereka maju bertarung, meskipun seandainya bapak anak itu tdk terlibat dlm konspirasi akal2an UU pilpres di MK smp melahirkan putusan yg cacat moral, tp memanfaatkan vonis MK itu sama aja cacatnya";4;12;35;150;in;916438548319838208;1715879663942455688;Fita_Shanty;https://twitter.com/Fita_Shanty/status/1715879663942455688
Sat Oct 21 23:56:00 +0000 2023;1715879641544786431;"@ShamsiAli2 Benar juga kata kader Demokrat ini. Setelah 8 thn di-obok2, malah menghamba yg meng-obok2. Dukungun ke Gibran akan menambah elektabilitas partai? Kalau Gibran menang, bagi Ketum pasti bisa dapat jabatan menteri";0;0;0;2;in;66853414;1715730336561168791;Susiloh;https://twitter.com/Susiloh/status/1715879641544786431
Sat Oct 21 23:55:59 +0000 2023;1715879637325320316;"@Dennysiregar7 Bersatunya prabowo, gibran, jokowi jadi lawan berat bagi capres lain. Mereka sangat ketakutan akan kekalahan. Catat itu LOL..";0;0;0;0;in;1641389624210911232;1715850650544652709;GuzzSamsudin;https://twitter.com/GuzzSamsudin/status/1715879637325320316
Sat Oct 21 23:55:58 +0000 2023;1715879631612756267;"@geloraco Berita nggk jelas koalisi terancam bubar mending golkar ama pan buat poros sendiri capres/cawapresnya gibran-kaesang 😜";0;0;0;1;in;2293995271;1715876318104162781;Sugiyan36298711;https://twitter.com/Sugiyan36298711/status/1715879631612756267
Sat Oct 21 23:55:56 +0000 2023;1715879622490149237;"@HadiantoBroer @Fahrihamzah @gibran_tweet Akhirnya JD penjilat";0;0;0;0;in;1256854194905944065;1715741272831676699;Riyantidwi10;https://twitter.com/Riyantidwi10/status/1715879622490149237
Sat Oct 21 23:55:55 +0000 2023;1715879617884791025;"@gibran_tweet Klemar-klemer mematikan";0;0;0;1;in;986215386033995782;1715757265888960853;WongWaras_;https://twitter.com/WongWaras_/status/1715879617884791025
Sat Oct 21 23:55:46 +0000 2023;1715879581335588881;"@akbarfaizal68 Mnurut saya ini terjadi karena pdip membatalkan acara gelaran piala dunia u 20... dimana solo menjadi salah satu tempat pertandingan nya... saya yakin ini semua rencana gibran yang ingin membalas kw pdip... saya kurang yakin ini rencana pak jokowi sehingga gibran mendukung PS";0;0;0;0;in;1603977117506883586;1715601649878929785;raufabdul1117;https://twitter.com/raufabdul1117/status/1715879581335588881
Sat Oct 21 23:55:43 +0000 2023;1715879569729954160;"@pudin69 @ch_chotimah2 @ridwankamil @erickthohir @airlangga_hrt @ZUL_Hasan @gibran_tweet GAMA..👍👍";0;0;0;0;in;1131650673710256128;1715610922499334590;ZakkyAndy;https://twitter.com/ZakkyAndy/status/1715879569729954160
Sat Oct 21 23:55:43 +0000 2023;1715879567544701075;"@Gus_Raharjo @puanmaharani_ri @PDI_Perjuangan Saya melihatnya sisi internasional ya, Gibran adalah satu-satunya tiket untuk jadi presiden terpilih,,, lihatlah perang di Ukraina, Palestina,,itu asumsi saya bibit perang dunia ke tiga, memang Prabowo bukan jaminan selamat kan Indonesia dari perang,tapi minimal Prabowo pny pnglm";0;0;0;1;in;1072773189682393089;1715626399518920705;hansburhannudin;https://twitter.com/hansburhannudin/status/1715879567544701075
Sat Oct 21 23:55:35 +0000 2023;1715879537375084650;"Scrolling TL, isinya pnh caci maki ke Jkw dan Gibran. Sebagai sentris, sedang mikir mau mlh capres mn. Dari 3, 1 no krn historynya, satu no krn rekam jejaknya waktu jadi gub. Tgl yg satu tp kok kampanye dan buzzernya terus menyerang current president. OK Bhay.";0;0;0;0;in;1469250022088663040;1715879537375084650;poirotwit;https://twitter.com/poirotwit/status/1715879537375084650
Sat Oct 21 23:55:28 +0000 2023;1715879504638300447;"Belum Bersikap Soal Cawapres, PDIP Tegaskan Gibran Masih Jurkam Ganjar-Mahfud  https://t.co/x6IcPzjvOG https://t.co/x6IcPzjvOG";0;0;0;0;in;1636627729675337734;1715879504638300447;posaktualcom;https://twitter.com/posaktualcom/status/1715879504638300447
Sat Oct 21 23:55:26 +0000 2023;1715879498431033749;"@Aryprasetyo85 @gibran_tweet @007koteka @03__nakula @aan_muba @AntoniusCDN @FirzaHusainID @GunRomli @Miduk17 @NgkongRoses @DS_yantie Bersatunya prabowo, gibran, jokowi jadi lawan berat bagi capres lain. Mereka sangat ketakutan akan kekalahan. Catat itu LOL..";0;0;0;0;in;1641389624210911232;1715653924898877721;GuzzSamsudin;https://twitter.com/GuzzSamsudin/status/1715879498431033749
Sat Oct 21 23:55:23 +0000 2023;1715879486904836260;"Tak Bertemu di Cikeas, SBY Restui Duet Prabowo-Gibran  https://t.co/NNRhX64qWc https://t.co/NNRhX64qWc";0;0;0;0;in;1636627729675337734;1715879486904836260;posaktualcom;https://twitter.com/posaktualcom/status/1715879486904836260
Sat Oct 21 23:55:21 +0000 2023;1715879476557476287;"Restui Gibran Cawapres, Pengamat: Jokowi Melawan Arus Reformasi  https://t.co/ISIv8GbJ3V https://t.co/ISIv8GbJ3V";0;0;0;0;in;1636627729675337734;1715879476557476287;posaktualcom;https://twitter.com/posaktualcom/status/1715879476557476287
Sat Oct 21 23:55:09 +0000 2023;1715879428017017104;"@tisnawahyudi @genx36545403 @jokowi @gibran_tweet @kaesangp Wapres kita yg sekarang ngapain aja masbro?";0;0;0;0;in;1551201064166166529;1715668498939367790;Archfiendeangel;https://twitter.com/Archfiendeangel/status/1715879428017017104
Sat Oct 21 23:55:09 +0000 2023;1715879425974419664;"@ch_chotimah2 @gibran_tweet papah sy yg nyuruh mba...";0;0;0;0;in;79984762;1715724462618996900;zpspri;https://twitter.com/zpspri/status/1715879425974419664
Sat Oct 21 23:55:07 +0000 2023;1715879416621093057;"Bismillah..  #PrabowoGibran #Prabowo #Gibran https://t.co/MZYmpsYQJy";12;103;39;230;in;1073425152;1715879416621093057;OfficialDPP_PBB;https://twitter.com/OfficialDPP_PBB/status/1715879416621093057
Sat Oct 21 23:54:59 +0000 2023;1715879386732437930;"@jokowi @gibran_tweet @officialMKRI   tontotan politik busuk tahun ini, konstitusi dirubah demi kepentingan cawapres";0;0;0;0;in;376188254;1715879386732437930;JulianLowo;https://twitter.com/JulianLowo/status/1715879386732437930
Sat Oct 21 23:54:59 +0000 2023;1715879385738396105;"@anismatta @gibran_tweet Kirain lawan berat PKS? sgtu doang..";0;0;0;0;in;1501781463561551872;1715742425761865756;AbbeKey1;https://twitter.com/AbbeKey1/status/1715879385738396105
Sat Oct 21 23:54:42 +0000 2023;1715879315018260563;"Tunggu ya, Mas. Pak @aniesbaswedan Pak @cakimiNOW Pak @ganjarpranowo Pak @mohmahfudmd  Pak @prabowo Pak @gibran_tweet Pak @erickthohir  sedang berjuang untuk Indonesia yg lebih baik. 🙏🙏";0;0;0;0;in;998214296;1715879315018260563;niryoyo;https://twitter.com/niryoyo/status/1715879315018260563
Sat Oct 21 23:54:38 +0000 2023;1715879298274664688;"@Fahrihamzah @gibran_tweet Semua akan JD penjilat pada waktunya";0;0;0;0;in;1256854194905944065;1715741272831676699;Riyantidwi10;https://twitter.com/Riyantidwi10/status/1715879298274664688
